  10   365   100     7
 niva_oxydep_Oxy niva_oxydep_Phy niva_oxydep_NUT niva_oxydep_POM niva_oxydep_DOM niva_oxydep_Het niva_oxydep_cod_CHON
 i  k Depth  t   s   Kz  hz Vol  y y T M M t d_CHON
    1   51 101.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   52 103.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   53 105.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   54 107.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   55 109.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   56 111.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   57 113.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   58 115.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   59 117.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   60 119.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   61 121.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   62 123.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   63 125.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   64 127.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   65 129.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   66 131.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   67 133.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   68 135.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   69 137.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   70 139.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   71 141.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   72 143.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   73 145.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   74 147.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   75 149.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   76 151.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   77 153.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   78 155.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   79 157.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   80 159.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   81 161.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   82 163.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   83 165.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   84 167.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   85 169.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   86 171.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   87 173.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   88 175.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   89 177.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   90 179.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   91 181.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   92 183.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   93 185.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   94 187.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   95 189.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   96 191.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   97 193.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   98 195.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1   99 197.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    1  100 199.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2    1   1.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2    2   3.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2    3   5.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2    4   7.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2    5   9.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2    6  11.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2    7  13.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2    8  15.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2    9  17.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   10  19.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   11  21.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   12  23.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   13  25.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   14  27.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   15  29.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   16  31.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   17  33.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   18  35.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   19  37.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   20  39.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   21  41.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   22  43.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   23  45.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   24  47.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   25  49.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   26  51.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   27  53.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   28  55.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   29  57.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   30  59.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   31  61.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   32  63.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   33  65.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   34  67.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   35  69.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   36  71.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   37  73.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   38  75.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   39  77.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   40  79.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   41  81.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   42  83.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   43  85.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   44  87.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   45  89.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   46  91.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   47  93.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   48  95.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   49  97.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   50  99.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   51 101.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   52 103.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   53 105.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   54 107.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   55 109.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   56 111.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   57 113.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   58 115.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   59 117.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   60 119.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   61 121.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   62 123.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   63 125.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   64 127.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   65 129.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   66 131.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
    2   67 133.0000     0.000000000     0.000000000     0.000000000     2.000000000     0.000000000    200.000000000      0.010000000      5.000000000      0.010000000      0.000000000      0.010000000      0.000000000
